ticket_subject,ticket_body,origin,status,priority,reporter_id,lat,lng
"Noise Complaint - Alarm at 171 Meserole Street, Brooklyn (unique_key: 67082593)",I am writing to report a noise issue at 171 Meserole Street in Brooklyn. There is a persistent alarm sounding that is causing a disturbance in the area. The alarm has been going off for several hours and I am concerned that it may be a security issue or a sign of a potential problem at the location. I would appreciate it if someone could investigate and take necessary action to resolve the issue.,web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.708177764238386,-73.94228607773508
Odor/Fumes Complaint at 3 Sheridan Square Restaurant (unique_key: 67081143),"I am writing to report a strong and persistent odor/fumes issue coming from a restaurant located at 3 Sheridan Square in Manhattan. The smell is unpleasant and seems to be emanating from the kitchen or ventilation system of the establishment. As a nearby resident, I am concerned about the potential health impacts of this odor and would appreciate it if someone could investigate and address this issue as soon as possible. The odor is particularly noticeable in the evenings and weekends when the restaurant is busiest.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.732916999439766,-74.00220102247826
"Illegal Dumping on Sidewalk at 206-01 99 Avenue, Queens (unique_key: 67079601)","I am reporting an instance of illegal dumping on the sidewalk in front of 206-01 99 Avenue in Queens. There are large quantities of discarded materials, including furniture and household waste, that have been improperly disposed of on the public sidewalk. This is not only an eyesore, but it also poses a health and safety risk to residents and pedestrians in the area. I kindly request that the city arrange for the removal of these dumped materials as soon as possible to restore the cleanliness and safety of our neighborhood.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.7130967910841,-73.75353681732037
Damaged Tree on East 4 Street in Brooklyn (unique_key: 67080843),"I am concerned about the condition of a tree located on East 4 Street in Brooklyn. The tree is still alive but appears to be in poor condition, with visible signs of damage or decay. I am worried that if left unattended, the tree could pose a hazard to pedestrians and nearby property. I kindly request that the city inspect and take necessary actions to address the condition of this tree.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.6124148861428,-73.97059555528858
Overturned Fire Hydrant on Avenue D (unique_key: 67079737),"I am reporting a knocked over fire hydrant located at 10624 Avenue D in Brooklyn. The hydrant appears to have been recently damaged and is currently lying on the sidewalk, causing a potential hazard to pedestrians and vehicles. I am concerned about the safety implications of this incident and the potential disruption to fire services in the area. I would appreciate it if someone could investigate and restore the hydrant as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.65462320025982,-73.90028813846767
"Sewer Backup at 1324 Wheeler Avenue, Bronx (unique_key: 67076872)","I am reporting a sewer backup at my residence, located at 1324 Wheeler Avenue in the Bronx. The backup occurred suddenly, causing sewage to overflow into my basement. I am concerned about the potential health risks and damage to my property, and I would appreciate it if someone could investigate and resolve this issue as soon as possible. The backup is currently affecting my ability to use my basement and I am worried it may cause further damage if not addressed promptly.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.831429784137256,-73.88078086585155
"Street Light Out at 1600 East 17th Street, Brooklyn (unique_key: 67081394)","I am reporting a street light outage at 1600 East 17th Street in Brooklyn. The light has been out for a few nights, and it's causing concerns for safety and visibility in the area, especially at night. I would appreciate it if the city could send someone to repair or replace the light as soon as possible. This issue is affecting the overall safety and ambiance of our neighborhood.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.61117538046736,-73.95682337752959
Defective Fire Hydrant on 3 Street in Brooklyn (unique_key: 67082610),"I am writing to report a defective fire hydrant located at 272 3 Street in Brooklyn. The hydrant appears to be malfunctioning and is not functioning properly, which could pose a risk to the community in case of an emergency. I am concerned about the safety implications of a non-operational hydrant and would like someone to inspect and repair it as soon as possible. I would appreciate it if this issue could be addressed promptly to ensure the hydrant is in working order.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.67443903379501,-73.9866864771793
Excessive Alarm Noise in Queens (unique_key: 67078346),"I am writing to report a persistent and disturbing alarm noise in my neighborhood in Queens. The alarm has been sounding continuously for several hours, causing a significant disturbance to the peace and quiet of our community. As a resident, I am concerned about the noise pollution and its impact on our quality of life. I kindly request that the authorities take necessary action to address this issue and restore the tranquility of our neighborhood.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.73899415479703,-73.75634231676554
Smoking in Smoke-Free Area at Restaurant/Bar (unique_key: 67081136),"I am reporting an incident of smoking or vaping inside a smoke-free area at a restaurant/bar located at 18 East Broadway in Manhattan. On my recent visit, I observed patrons smoking or vaping inside the establishment, which is a clear violation of the smoke-free law. As a concerned citizen, I am worried about the health and well-being of the patrons and staff, and I kindly request that the necessary authorities take immediate action to address this issue. I hope that the establishment will be reminded of and comply with the smoke-free regulations to provide a safe environment for everyone.",phone,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.71351153510441,-73.99671385621401
Defective Fire Hydrant on North Burgher Avenue (unique_key: 67076876),"I am reporting a defective fire hydrant located at 192 North Burgher Avenue on Staten Island. The hydrant appears to be leaking water continuously, causing a puddle on the sidewalk and potentially wasting a significant amount of water. I am concerned about the safety and efficiency of our water system, and I hope that someone can inspect and repair the hydrant as soon as possible. I would appreciate it if someone could look into this matter and take necessary actions to fix the issue.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.63651268802715,-74.11486433880103
"Rodent Sighting at 313 East 60 Street, Manhattan (unique_key: 67085453)","I am writing to report a rat sighting at my residential building, located at 313 East 60 Street in Manhattan. On multiple occasions, I have seen rats scurrying around the premises, particularly in the alleyway and near the trash receptacles. I am concerned about the potential health risks and property damage that these rodents may cause, and I kindly request that the city take immediate action to address this issue. I would appreciate it if someone could inspect the property and take necessary steps to eliminate the rodent infestation.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.76089929344324,-73.96303255487975
